"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"44C0001169","Providence Surgery Center","5002 Crossings Cir Ste. 110","Mt. Juliet",,"TN","37122",6155539100,95,4,1,97,90,8,2,94,86,12,2,94,85,13,2,94,,825,230,28,04/01/2017,03/31/2018
"44C0001186","Maury Regional Surgery Center","1003 Reserve Blvd # 210","Spring Hill",,"TN","37174",9314892644,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001009","Doctors Outpatient Surgicenter","3534 Vista Rd","Pasadena",,"TX","77504",7139470330,96,4,0,98,91,8,1,95,82,16,2,93,81,16,3,92,,1223,360,29,04/01/2017,03/31/2018
"45C0001018","Conroe Surgery Center","1501 River Pointe Dr, #200","Conroe",,"TX","77304",4698936573,98,2,0,99,91,8,1,95,87,11,2,94,87,12,1,95,,1140,424,37,04/01/2017,03/31/2018
"45C0001021","West Houston Surgery Center","970 Campbell Rd.","Houston",,"TX","77024",7133442290,95,4,1,97,90,8,2,94,84,12,4,93,83,14,3,92,,1410,347,25,04/01/2017,03/31/2018
"45C0001039","Baylor Surgicare","3920 Worth St.","Dallas",,"TX","75246",2148202581,97,3,0,99,93,6,1,96,91,8,1,96,91,8,1,97,,1069,323,30,04/01/2017,03/31/2018
"45C0001046","Physicians Day Surgery CTR","3930 Crutcher St","Dallas",,"TX","75246",2148206240,98,2,0,99,93,6,1,96,89,10,1,96,88,11,1,96,,1220,338,28,04/01/2017,03/31/2018
"45C0001077","United Surgery Center Southeast","12700 N Featherwood Dr., Ste. 100","Houston",,"TX","77034",2814813903,97,3,0,98,92,7,1,95,84,14,2,94,77,21,2,92,,1424,327,23,04/01/2017,03/31/2018
"45C0001091","Garland Surgicare Partners, LTD","530 Clara Bartow Blvd, Ste. 100","Garland",,"TX","75042",9724942400,97,2,1,98,89,9,2,94,87,9,4,94,86,12,2,94,,1026,325,32,04/01/2017,03/31/2018
"45C0001133","Valley View Surgicare Partners","5744 Lbj Freeway #200","Dallas",,"TX","75240",9724904333,97,3,0,98,90,8,2,94,90,9,1,95,86,13,1,94,,1300,275,21,04/01/2017,03/31/2018
"45C0001149","Memorial Hermann Surgery Center Woodlands Parkway, LLC","1441 Woodstead Ct Ste. 100","The Woodlands",,"TX","77380",2813630058,98,2,0,99,93,6,1,96,92,7,1,96,90,9,1,96,,1187,285,24,04/01/2017,03/31/2018
"45C0001191","Baylor Surgicare at Bedford","1600 Central Dr., Suite 180","Bedford",,"TX","76022",8175711999,99,1,0,99,93,6,1,96,91,8,1,96,90,9,1,96,,966,263,27,04/01/2017,03/31/2018
"45C0001194","Bay Area Endoscopy Center, LC","444 Fm 1959 Ste B","Houston",,"TX","77034",2814819400,97,2,1,98,89,8,3,93,87,12,1,94,85,14,1,94,,1055,263,25,04/01/2017,03/31/2018
"45C0001196","Baylor Surgicare at Oakmont","7200 Oakmont Blvd.","Fort Worth",,"TX","76132",8177323300,98,2,0,99,93,6,1,96,92,7,1,96,91,8,1,97,,1232,340,28,04/01/2017,03/31/2018
"45C0001205","Desoto Surgicare Partners, LLC","7992 West Virginia Dr.","Dallas",,"TX","75237",9722832400,97,3,0,98,89,8,3,93,81,15,4,93,80,16,4,91,,1098,325,30,04/01/2017,03/31/2018
"45C0001214","Baylor Surgicare at Plano Parkway","4031 W. Plano Parkway. Ste 100","Plano",,"TX","75024",4093260202,97,3,0,98,93,6,1,96,84,15,1,94,86,12,2,94,,1055,247,23,04/01/2017,03/31/2018
"45C0001221","Victoria Surgery Center","105 James Coleman Dr.","Victoria",,"TX","77904",3615780234,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001233","Mill Country Memorial Surgery Center","204 Gateway North","Marble Falls",,"TX","78654",8306937974,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001240","Beaumont Surgical Affiliates","3560 College St.","Beaumont",,"TX","77701",4099818902,96,4,0,98,93,6,1,96,88,9,3,95,87,11,2,95,,1493,525,35,04/01/2017,03/31/2018
"45C0001243","Northwest Surgery","17322 Red Oak Dr","Houston",,"TX","77090",4698936573,96,4,0,98,91,8,1,95,86,12,2,94,80,18,2,92,,1000,298,30,04/01/2017,03/31/2018
"45C0001245","Corpus Christi Surgicare, LTD","3636 S. Alameda Ste. A","Corpus Christi",,"TX","78411",3618532200,96,4,0,98,93,5,2,95,90,8,2,95,88,10,2,95,,1391,338,24,04/01/2017,03/31/2018
"45C0001247","Paso Del Norte Surgery Center","125 W. Castellano","El Paso",,"TX","79912",9155328200,96,4,0,98,92,6,2,95,91,8,1,96,87,12,1,95,,1318,341,26,04/01/2017,03/31/2018
"45C0001250","Shoreline Surgery Center, LLC","718 Elizabeth St.","Corpus Christi",,"TX","78404",3618823204,97,3,0,99,92,6,2,95,88,10,2,95,87,11,2,95,,1049,325,31,04/01/2017,03/31/2018
"45C0001257","Baylor Surgicare Partners, LTD","350 S. I35 East","Denton",,"TX","76205",9403231393,97,3,0,99,95,4,1,97,90,9,1,96,89,10,1,96,,1074,335,31,04/01/2017,03/31/2018
"45C0001264","Texan Surgery Center","7000 N. Mopac Expressway, Ste. 120","Austin",,"TX","78731",5123420900,97,2,1,98,86,11,3,92,82,14,4,93,81,17,2,93,,731,266,36,04/01/2017,03/31/2018
"45C0001267","The Surgery Center of Nacogdoches","4948 Ne Stallings Dr","Nacagdoches",,"TX","75965",9365683595,97,2,1,98,91,7,2,94,88,9,3,94,87,10,3,94,,1235,376,30,04/01/2017,03/31/2018
"45C0001274","The Surgery Center","6370 N Navarro","Victoria",,"TX","77904",3615708311,98,2,0,99,92,7,1,95,94,6,0,97,93,7,0,98,,1262,448,35,04/01/2017,03/31/2018
"45C0001277","Texas Endoscopy, LLC","6405 W. Parker Rd., Suite 370","Plano",,"TX","75093",9724739292,99,1,0,99,94,4,2,96,92,7,1,96,93,6,1,97,,841,239,28,04/01/2017,03/31/2018
"45C0001298","North Houston Endoscopy and Surgery","275 Lantern Bend, Ste. 400","Houston",,"TX","77090",2814405797,97,3,0,98,90,8,2,94,86,11,3,94,83,14,3,93,,1002,311,31,04/01/2017,03/31/2018
"45C0001301","Grapevine Surgicare","2040 W. St. Hwy. 114","Grapevine",,"TX","76051",8174104300,99,1,0,99,93,6,1,96,93,6,1,96,90,10,0,97,,984,232,24,04/01/2017,03/31/2018
"45C0001307","Texas Orthopedics Surgery Center","4700 Seton Center Pkwy, Ste. 100","Austin",,"TX","78759",5124391006,97,3,0,98,93,6,1,96,88,11,1,95,87,12,1,95,,1370,377,28,04/01/2017,03/31/2018
"45C0001315","Park Cities Surgery Center","6901 Snider Plaza #300","University Park",,"TX","75205",2147066901,98,2,0,99,94,5,1,96,94,4,2,96,88,11,1,95,,1444,308,21,04/01/2017,03/31/2018
"45C0001318","Baylor Surgicare at Carrollton","4780  North Josey Lane","Carrollton",,"TX","75010",9723952210,98,2,0,99,92,7,1,96,94,5,1,96,90,9,1,96,,1323,317,24,04/01/2017,03/31/2018
"45C0001338","San Antonio Endocsopy Center","8550 Datapoint, Suite 100","San Antonio",,"TX","78229",2106157232,98,2,0,99,93,5,2,96,91,8,1,96,90,9,1,96,,1384,441,32,04/01/2017,03/31/2018
"45C0001344","Texas Surgical Center","5609 Deauville Blvd.","Midland",,"TX","79706",4326994224,96,3,1,98,92,6,2,95,90,8,2,96,90,8,2,96,,1129,321,28,04/01/2017,03/31/2018
"45C0001351","Theda Oaks Endoscopy and Surgery Center","19226 Stone Hill, # 103","San Antonio",,"TX","78258",2102680100,93,6,1,96,86,10,4,91,79,17,4,92,77,20,3,91,,1099,267,24,04/01/2017,03/31/2018
"45C0001355","Baylor Surgicare at Plano","1701 Ohio Dr.","Plano",,"TX","75093",2142913000,98,2,0,99,91,7,2,94,90,9,1,96,86,12,2,94,,1113,308,28,04/01/2017,03/31/2018
"45C0001357","Physician Surgical Center of Fort Worth, LLP","975 Haskell St.","Fort Worth",,"TX","76107",8175700230,97,2,1,98,92,6,2,95,90,9,1,96,88,11,1,96,,1206,335,28,04/01/2017,03/31/2018
"45C0001363","Memorial Hermann Endoscopy CTR North Freeway","1900 N. Loop West Ste 550","Houston",,"TX","77018",7134572750,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001364","Rockwall Ambulatory Surgery Center","825 West Yellowjacket Ln","Rockwall",,"TX","75087",9727726166,96,4,0,98,92,7,1,95,89,10,1,95,88,11,1,96,,1407,358,25,04/01/2017,03/31/2018
"45C0001369","Memorial Hermann Surgery Center Northwest","1631 North Loop W Ste. 300","Houston",,"TX","77008",7133431806,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001370","Memorial Hermann Texas International Endoscopy Center","6620 Main St. Ste 1500","Houston",,"TX","77030",7135208432,98,2,0,99,92,6,2,95,92,6,2,96,89,9,2,96,,1060,242,23,04/01/2017,03/31/2018
"45C0001373","Rockwell Health Surgery Center","6435 S. Fm 549 Ste. 101","Heath",,"TX","75032",9727229003,97,2,1,98,94,5,1,96,94,5,1,96,93,5,2,97,,1023,271,26,04/01/2017,03/31/2018
"45C0001374","El Paso Day Surgery","1300 Murchison Dr., Suite 200","El Paso",,"TX","79902",9155949333,97,3,0,99,89,8,3,93,90,8,2,96,84,15,1,94,,1294,298,23,04/01/2017,03/31/2018
"45C0001384","Tuscan Surgery Center at Las Colinas, LLC","701 Tuscan Dr, Suite 100","Irving",,"TX","75039",2144421900,98,2,0,99,92,7,1,95,91,8,1,96,90,8,2,95,,1209,307,25,04/01/2017,03/31/2018
"45C0001391","Texas Endoscopy Centers LLC dba Texas Endoscopy at Independence Medical Village","8080 Independence Parkway Suite 160","Plano",,"TX","75025",9729083010,97,3,0,99,92,7,1,96,95,4,1,97,93,6,1,97,,952,291,31,04/01/2017,03/31/2018
"45C0001393","North Garland Surgery Center","7150 N. George Bush Hwy Ste. 101","Garland",,"TX","75044",2147031800,98,2,0,99,93,6,1,96,93,6,1,96,88,11,1,96,,1193,325,27,04/01/2017,03/31/2018
"45C0001396","Centennial ASC, L.P.","4401 Coit Rd #100","Frisco",,"TX","75035",4698936573,96,3,1,97,88,9,3,93,85,12,3,94,82,16,2,93,,979,206,21,04/01/2017,03/31/2018
"45C0001406","Memorial Hermann Surgery Center The Woodlands","9200 Pinecroft #200","The Woodlands",,"TX","77380",2812979546,98,1,1,98,91,8,1,95,86,12,2,95,86,13,1,95,,1203,265,22,04/01/2017,03/31/2018
"45C0001412","Hill County Surgery Center","801 E. Whitestone Blvd. Ste. 100","Cedar Park",,"TX","78613",5125282000,97,3,0,98,94,5,1,96,87,10,3,94,89,9,2,96,,1681,408,24,04/01/2017,03/31/2018
"45C0001421","Memorial Hermann Surgery Center-Richmond","1517 Thompson Rd. #100","Richmond",,"TX","77469",2813445447,97,3,0,99,93,6,1,96,89,9,2,94,86,11,3,94,,1187,259,22,04/01/2017,03/31/2018
"45C0001422","Lone Star Endoscopy CTR LLC","180 Bear Creek Parkway","Keller",,"TX","76248",8173373671,97,3,0,98,92,6,2,95,95,5,0,98,93,6,1,97,,1307,375,29,04/01/2017,03/31/2018
"45C0001442","Memorial Hermann Surgery Center- Kingsland LLC","21720 Kingsland Blvd, Suite 101","Katy",,"TX","77450",2815795655,98,1,1,99,94,4,2,96,89,10,1,95,90,9,1,96,,1062,295,28,04/01/2017,03/31/2018
"45C0001443","Memorial Hermann Surgery Center Southwest","7789 Southwest Freeways Ste. 200","Houston",,"TX","77074",7133433100,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001446","Memorial Hermann Surgery Center Texas Medical Center","6400 Fannin Ste 1500","Houston",,"TX","77030",7137907700,96,4,0,98,92,6,2,95,88,9,3,95,85,13,2,94,,1488,287,19,04/01/2017,03/31/2018
"45C0001447","Memorial Hermann Surgery Center - Katy","23920 Katy Freeway, Ste. 200","Katy",,"TX","77494",2816443200,96,3,1,97,90,8,2,94,88,10,2,94,87,10,3,94,,1073,236,22,04/01/2017,03/31/2018
"45C0001449","Memorial Hermann Surgical Center Sugar Land","17510 West Grand Pkwy Ste. 200","Sugar Land",,"TX","77479",2812381600,97,2,1,98,92,7,1,96,89,9,2,95,86,12,2,94,,1456,320,22,04/01/2017,03/31/2018
"45C0001458","Northwest Surgery Center, LLP","11111 Research Blvd., Suite Ll3","Austin",,"TX","78759",5123494020,98,2,0,99,92,7,1,96,85,13,2,94,86,13,1,95,,1031,256,25,04/01/2017,03/31/2018
"45C0001471","Baylor Surgicare at Granbury","1717 Paluxy Rd.","Granbury",,"TX","76048",8175798863,98,2,0,99,94,5,1,96,93,6,1,97,93,6,1,97,,1332,545,41,04/01/2017,03/31/2018
"45C0001481","Hyde Park Surgery Center","4611 Guadalupe St., # 100","Austin",,"TX","78751",5124202303,96,4,0,98,89,9,2,94,85,12,3,94,86,11,3,94,,1313,333,25,04/01/2017,03/31/2018
"45C0001486","Baylor Surgicare at Mansfield","280 Regency Parkway","Mansfield",,"TX","76063",8174532744,99,1,0,99,95,4,1,97,95,4,1,97,94,5,1,97,,1339,291,22,04/01/2017,03/31/2018
"45C0001509","Medical Park Tower Surgery Center","1301 West 38th St, Suite 109","Austin",,"TX","78705",5123543000,93,6,1,96,90,8,2,94,79,17,4,92,77,21,2,91,,1387,454,33,04/01/2017,03/31/2018
"45C0001513","Memorial Hermann Surgery Center - Memorial Village","1120 Business Center Dr. Ste. 110","Houston",,"TX","77043",7133371111,95,4,1,97,92,7,1,95,83,13,4,93,81,17,2,93,,1275,279,22,04/01/2017,03/31/2018
"45C0001522","The Surgery Center at Williamson dba Williamson Surgery Center","301 Seton Pkwy, Ste 200","Round Rock",,"TX","78665",5128614214,98,2,0,99,94,5,1,96,91,7,2,95,89,9,2,95,,521,178,34,04/01/2017,03/31/2018
"45C0001536","Memorial Hermann Surgery Center Kirby Glen","2459 South Braeswood Blvd","Houston",,"TX","77030",7135298600,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001570","Lone Star Endoscopy Center LLC","1001 Surrey Lane","Flower Mound",,"TX","75022",2145136300,97,3,0,99,94,4,2,96,94,5,1,97,93,6,1,97,,1086,285,26,04/01/2017,03/31/2018
"45C0001597","NORTH PINES SURGERY CENTER, LLC","4019 I-45 North, Suite 150","Conroe",,"TX","77304",9366418181,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001606","Us Cardio of Sa LLC","6830 Heuermann Rd","San Antonio",,"TX","78256",2108024350,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001607","Memorial Hermann Surgery Center Pinecroft",,,,"TX",".",,96,4,0,98,88,10,2,93,86,10,4,94,83,13,4,93,"2",2092,479,23,04/01/2017,03/31/2018
"45C0001621","Ambulatory Surgery Center at Lbj","5550 Kelley St","Houston",,"TX","77026",7135569129,,,,,,,,,,,,,,,,,"4",,,,,
"45C0001622","Methodist Allen Surgery Center","1125 Raintree Cirlce Suite 200","Allen",,"TX","75013",9725694500,,,,,,,,,,,,,,,,,"4",,,,,
"46C0001003","Ihc Health Services dba Intermountain Avenues Surgical Center","359  East 8th Ave","Salt Lake City",,"UT","84103",8015072959,97,3,0,98,91,7,2,95,92,6,2,95,88,10,2,95,,1021,283,28,04/01/2017,03/31/2018
"46C0001004","Mckay Dee Surgical Center","3903 Harrison Blvd., Ste. 100","Ogden",,"UT","84403",8013873600,97,3,0,99,91,7,2,95,89,10,1,95,87,11,2,95,,1344,365,27,04/01/2017,03/31/2018
"49C0001009","Surgicenter of Central Virginia","1500 Dixon St. Ste. 101","Fredericksburg",,"VA","22401",5403715349,97,3,0,98,93,5,2,96,87,11,2,94,87,11,2,95,,1218,480,39,04/01/2017,03/31/2018
"49C0001017","Kaiser Permanente Tysons Corner Medical Center ASC","8008 Westpark Drie","Mc Lean",,"VA","22102",7032876400,,,,,,,,,,,,,,,,,"4",,,,,
"49C0001025","STONY POINT SURGERY CENTER, LLC","8700 Stony Point Parkway, Suite 100","Richmond",,"VA","23235",8047754500,,,,,,,,,,,,,,,,,"4",,,,,
"49C0001034","Mary Immaculate Ambulatory","12720 Mcmanus Blvd. Ste. 103","Newport News",,"VA","23602",7573697000,97,3,0,99,92,7,1,95,84,15,1,93,81,17,2,93,,998,306,31,04/01/2017,03/31/2018
"49C0001044","St. Mary's Ambulatory Surgery Center","1501 Maple Ave. Ste. 300","Richmond",,"VA","23226",8042877878,98,2,0,99,92,6,2,95,88,12,0,96,87,11,2,95,,881,257,29,04/01/2017,03/31/2018
"49C0001047","Bon Secours Surgery Center at Virginia Beach","828 Healthy Way, Suite 115","Virginia Beach",,"VA","23462",7754948070,97,3,0,98,92,6,2,95,90,8,2,95,87,11,2,95,,834,310,37,04/01/2017,03/31/2018
"49C0001049","Bon Secours Surgery Center at Harbour View","5818 Harbour View Blvd. Ste. 102","Suffolk",,"VA","23435",7576735832,96,4,0,98,90,8,2,94,87,12,1,94,86,12,2,94,,1026,333,33,04/01/2017,03/31/2018
"50C0001048","Tacoma Ambulatory Surgery Center","209 Martin Luther King Jr Way","Tacoma",,"WA","98405",2065963590,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001095","Puget Sound Gastroetnerology at Kirkland/Evergreen Endo CTR","11800 Ne 128th St Suite 100","Kirkland",,"WA","98034",4258994500,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001130","Seattle Endoscopy Center","11027 Meridian Ave. N. Ste. 100","Seattle",,"WA","98133",2063654492,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001146","Everett Clinic Kemp Surgery Center","3927 Rucker Ave","Everett",,"WA","98201",4252853906,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001152","The Vancouver Clinic","700 Ne 87th Ave.","Vancouver",,"WA","98664",3603973462,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001157","Edmonds Endoscopy Center","21600 Hwy 99, Ste. 260","Edmonds",,"WA","98026",4257742650,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001226","Fremont Endoscopy Center","501 N. 34th St. Ste. 101","Seattle",,"WA","98103",2068381777,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001280","Bellevue Ambulatory Surgery Center","11511 Ne 10th St","Bellevue",,"WA","98004",5092417026,,,,,,,,,,,,,,,,,"4",,,,,
"50C0001311","Providence Surgery and Procedure Center","16528 E Desmet Ct A2100","Spokane Valley",,"WA","99216",5099448960,,,,,,,,,,,,,,,,,"4",,,,,
"52C0001005","Ssm Health Surgery CTR On Regent St","1025 Regent St","Madison",,"WI","53715",6082593570,96,4,0,98,91,8,1,95,83,14,3,93,86,13,1,95,,836,427,51,04/01/2017,03/31/2018
"52C0001006","Aurora Advanced  Healthcare: North Shore Surgical Center","7007 N. Range Line Rd.","Milwaukee",,"WI","53209",2625327092,,,,,,,,,,,,,,,,,"4",,,,,
"52C0001011","Ssm Health Surgery/Digestive Health CTR On Park St","700 South Park St","Madison",,"WI","53715",6082593510,98,2,0,99,92,7,1,95,90,9,1,95,87,12,1,95,,1109,424,38,04/01/2017,03/31/2018
"52C0001057","East Mequon Surgery Center, LLC","12203 N. Corporate Parkway","Mequon",,"WI","53092",4146511023,,,,,,,,,,,,,,,,,"4",,,,,
"52C0001066","Aspirus Stevens Point Surgery Center","5409 Vern Holmes Dr.","Stevens Point",,"WI","54481",7153421015,,,,,,,,,,,,,,,,,"4",,,,,
"52C0001098","Vascare Mayfair LLC","805 N. Mayfair Rd.","Wauwatosa",,"WI","53226",4149886773,,,,,,,,,,,,,,,,,"4",,,,,
"52C0001113","Aurora Surgery CTR Germantown","West 180 North 11070 River Lane Rd","Germantown",,"WI","53222",2625329777,,,,,,,,,,,,,,,,,"4",,,,,
"53C0001010","Teton Outpatient Services","150 Buffalo Way","Jackson",,"WY","83002",3077338677,98,2,0,99,90,9,1,95,88,10,2,95,91,8,1,97,,1123,323,29,04/01/2017,03/31/2018
"53C0001018","Sheridan Surgical CTR","1524 West 5th St","Sheridan",,"WY","82801",3706727874,,,,,,,,,,,,,,,,,"4",,,,,
"55C0001001","Palo Alto Medical Foundation Camino Surgery Division","701 E. El Camino Real I Nw","Mountain View",,"CA","94040",6504048357,98,2,0,99,89,9,2,93,91,7,2,96,91,8,1,96,,2566,610,24,04/01/2017,03/31/2018
"55C0001028","The Surgery Center of Alta Bates Summit Medical Center LLC","3875 Telegraph Ave","Oakland",,"CA","94609",5105472244,,,,,,,,,,,,,,,,,"4",,,,,
"55C0001055","San Fernando Valley Surgery Center L.P.","11550 Indian Hills Rd., Suite 160","Mission Hills",,"CA","91345",8182562100,96,3,1,98,92,6,2,95,84,14,2,94,84,14,2,94,,1166,366,31,04/01/2017,03/31/2018
"55C0001083","Sacramento Midtown Endoscopy Center","3941 J. St, Ste. 460","Sacramento",,"CA","95819",9167336940,97,3,0,99,88,9,3,93,85,13,2,94,82,17,1,93,,675,220,33,04/01/2017,03/31/2018

